timestamp,open,high,low,close
1665014400,0.0003155,0.0003173,0.0002717,0.0002932
1665100800,0.0002929,0.0003039,0.0002808,0.0002818
1665187200,0.0002806,0.0003033,0.0002772,0.000292
1665273600,0.0002919,0.0002948,0.0002737,0.0002911
1665360000,0.0002912,0.000307,0.0002844,0.000307
1665446400,0.000307,0.0003116,0.0002833,0.0002835
1665532800,0.0002835,0.000289,0.0002669,0.0002755
1665619200,0.0002755,0.000294,0.0002731,0.0002757
1665705600,0.0002757,0.0002861,0.0002514,0.0002751
1665792000,0.0002751,0.0002884,0.0002653,0.0002715
1665878400,0.0002715,0.0002723,0.0002547,0.0002624
1665964800,0.0002624,0.0002675,0.0002535,0.0002607
1666051200,0.0002607,0.0002677,0.0002525,0.0002608
1666137600,0.0002608,0.0002669,0.0002425,0.0002456
1666224000,0.0002456,0.0002609,0.000237,0.0002493
1666310400,0.0002492,0.0002544,0.0002315,0.0002372
1666396800,0.0002339,0.0002396,0.0002212,0.0002318
1666483200,0.0002318,0.0002383,0.0002287,0.0002373
1666569600,0.0002373,0.000245,0.0002282,0.0002394
1666656000,0.0002393,0.000245,0.0002117,0.0002254
1666742400,0.0002254,0.0002564,0.0002233,0.000242
1666828800,0.0002417,0.0002528,0.0002279,0.0002376
1666915200,0.0002376,0.000251,0.0002339,0.0002389
1667001600,0.0002389,0.0002516,0.000235,0.0002412
1667088000,0.0002412,0.0002494,0.0002291,0.0002363
1667174400,0.0002363,0.0002682,0.0002301,0.0002437
1667260800,0.0002437,0.0002545,0.0002333,0.0002355
1667347200,0.0002355,0.000242,0.00021,0.0002183
