timestamp,open,high,low,close
1661990400,0.9992,1,0.9978,0.9996
1662076800,0.9997,1,0.9971,0.9998
1662163200,0.9998,1,0.9981,1
1662249600,1,1,0.9983,1
1662336000,1,1,0.9991,1
1662422400,1,1,0.999,1
1662508800,1,1,0.9977,0.9986
1662595200,0.9986,1,0.9985,1
1662681600,1,1,0.9986,1
1662768000,1,1,0.999,0.9999
1662854400,1,1,0.999,0.9997
1662940800,0.9998,1,0.9984,1
1663027200,1,1,0.9974,0.9998
1663113600,0.9998,1,0.9966,0.9997
1663200000,0.9985,1,0.9982,1
1663286400,1,1,0.9982,0.9997
1663372800,0.9998,1,0.9985,1
1663459200,1,1,0.999,1
1663545600,1,1,0.9986,0.9994
1663632000,0.9992,1,0.998,0.9993
1663718400,0.9992,1,0.9986,0.9995
1663804800,0.9995,1,0.9979,1
1663891200,1,1,0.9986,0.9997
1663977600,0.9995,1,0.999,1
1664064000,1,1,0.9986,0.9996
1664150400,0.9995,1,0.9985,0.9998
1664236800,0.9998,1,0.9987,0.9999
1664323200,1,1,0.9974,0.9998
1664409600,0.9996,1,0.9982,0.9994
1664496000,0.9995,1,0.9984,1
1664582400,0.9999,1,0.9984,0.9998
1664668800,0.9999,1,0.999,0.9995
1664755200,0.9995,1,0.9986,0.9996
1664841600,0.9998,1,0.999,1
1664928000,1,1,0.9992,0.9999
1665014400,0.9998,1,0.9989,0.9997
1665100800,0.9998,1,0.9989,0.9995
1665187200,0.9996,1,0.9984,0.9996
1665273600,0.9997,1,0.9988,0.9998
1665360000,0.9999,1,0.9991,0.9999
1665446400,0.9999,1,0.9986,0.9993
1665532800,0.9992,1,0.9987,0.9997
1665619200,0.9997,1,0.9992,0.9993
1665705600,0.9992,1,0.9984,0.9996
1665792000,0.9997,1,0.9987,1
1665878400,1,1,0.9991,0.9997
1665964800,0.9996,1,0.9992,0.9998
1666051200,0.9998,1,0.9991,0.9996
1666137600,0.9996,1,0.9989,0.9997
1666224000,0.9998,1,0.9988,1
1666310400,0.9998,1,0.9988,0.9997
1666396800,0.9997,1,0.9987,0.9999
1666483200,0.9999,1,0.9991,0.9999
1666569600,0.9999,1,0.999,1
1666656000,1,1,0.9986,0.9997
1666742400,0.9997,1,0.9984,0.9999
1666828800,0.9998,1,0.9989,0.9998
1666915200,0.9997,1,0.9985,0.9997
1667001600,0.9997,1,0.9987,1
1667088000,1,1,0.9991,1
1667174400,1,1,0.9989,1
1667260800,1,1,0.9983,0.9999
1667347200,0.9999,1,0.999,0.9999
